"display_title" "opening_date" "publication_date" "url" "mpaa_rating" "critics_pick"
"393" "The Bad Batch" "2017-06-23" "2017-06-22" "http://www.nytimes.com/2017/06/22/movies/the-bad-batch-review-keanu-reeves.html" "R" 0
"394" "The Ballad of Lefty Brown" "2017-12-15" "2017-12-14" "http://www.nytimes.com/2017/12/14/movies/review-the-sidekick-as-hero-in-the-ballad-of-lefty-brown.html" "R" 0
"395" "The Beguiled" "2017-06-30" "2017-06-22" "http://www.nytimes.com/2017/06/22/movies/the-beguiled-review-sofia-coppola.html" "R" 0
"396" "The Belko Experiment" "2017-03-17" "2017-03-15" "http://www.nytimes.com/2017/03/15/movies/the-belko-experiment-review.html" "R" 0
"397" "The Big Sick" "2017-07-14" "2017-06-22" "http://www.nytimes.com/2017/06/22/movies/the-big-sick-review-kumail-nanjiani.html" "R" 1
"398" "The Black Prince" "2017-07-21" "2017-07-20" "http://www.nytimes.com/2017/07/20/movies/the-black-prince-review.html" "PG-13" 0
"399" "The Book of Henry" "2017-06-16" "2017-06-15" "http://www.nytimes.com/2017/06/15/movies/the-book-of-henry-review-naomi-watts.html" "PG-13" 0
"400" "The Boss Baby" "2017-03-31" "2017-03-30" "http://www.nytimes.com/2017/03/30/movies/the-boss-baby-review-alec-baldwin.html" "PG" 0
"401" "The Breadwinner" "2017-11-17" "2017-11-16" "http://www.nytimes.com/2017/11/16/movies/the-breadwinner-review.html" "PG-13" 1
"402" "The Bye Bye Man" "2017-01-13" "2017-01-12" "http://www.nytimes.com/2017/01/12/movies/the-bye-bye-man-review.html" "PG-13" 0
"403" "The Circle" "2017-04-28" "2017-04-27" "http://www.nytimes.com/2017/04/27/movies/the-circle-review-emma-watson-tom-hanks.html" "PG-13" 0
"404" "The Comedian" "2017-02-03" "2017-02-02" "http://www.nytimes.com/2017/02/02/movies/the-comedian-review-robert-de-niro.html" "R" 0
"405" "The Commune" "2017-05-19" "2017-05-18" "http://www.nytimes.com/2017/05/18/movies/the-commune-review.html" "" 0
"406" "The Dancer" "2017-12-01" "2017-11-30" "http://www.nytimes.com/2017/11/30/movies/review-the-dancer-a-glum-biopic-for-a-dynamic-innovator.html" "" 0
"407" "The Dark Tower" "2017-08-04" "2017-08-03" "http://www.nytimes.com/2017/08/03/movies/the-dark-tower-review-idris-elba-matthew-mcconaughey-stephen-king.html" "PG-13" 0
"408" "The Daughter" "2017-01-27" "2017-01-26" "http://www.nytimes.com/2017/01/26/movies/the-daughter-review.html" "" 0
"409" "The Death and Life of Marsha P. Johnson" "2017-10-06" "2017-10-05" "http://www.nytimes.com/2017/10/05/movies/the-death-and-life-of-marsha-p-johnson-review.html" "" 0
"410" "The Departure" "2017-10-13" "2017-10-12" "http://www.nytimes.com/2017/10/12/movies/the-departure-review.html" "" 0
"411" "The Dinner" "2017-05-05" "2017-05-04" "http://www.nytimes.com/2017/05/04/movies/the-dinner-review.html" "R" 0
"412" "The Disaster Artist" "2017-12-08" "2017-11-30" "http://www.nytimes.com/2017/11/30/movies/the-disaster-artist-review-ames-franco-tommy-wiseau.html" "R" 0
"413" "The Divine Order" "2017-10-27" "2017-10-26" "http://www.nytimes.com/2017/10/26/movies/the-divine-order-review.html" "" 0
"414" "The Emoji Movie" "2017-07-28" "2017-07-27" "http://www.nytimes.com/2017/07/27/movies/the-emoji-movie-review.html" "PG" 0
"415" "The Exception" "2017-06-02" "2017-06-01" "http://www.nytimes.com/2017/06/01/movies/the-exception-review.html" "R" 0
"416" "The Farthest" "2017-08-11" "2017-08-10" "http://www.nytimes.com/2017/08/10/movies/review-a-true-life-journey-into-interstellar-space-in-the-farthest.html" "" 1
"417" "The Fate of the Furious" "2017-04-14" "2017-04-12" "http://www.nytimes.com/2017/04/12/movies/fate-of-the-furious-review-fast-and-furious-8.html" "PG-13" 0
"418" "The Fencer" "2017-07-21" "2017-07-20" "http://www.nytimes.com/2017/07/20/movies/the-fencer-review.html" "" 0
"419" "The Foreigner" "2017-10-13" "2017-10-12" "http://www.nytimes.com/2017/10/12/movies/the-foreigner-review-jackie-chan-pierce-brosnan.html" "R" 0
"420" "The Founder" "2017-01-20" "2017-01-19" "http://www.nytimes.com/2017/01/19/movies/the-founder-review-michael-keaton-mcdonalds.html" "PG-13" 0
"421" "The Glass Castle" "2017-08-11" "2017-08-10" "http://www.nytimes.com/2017/08/10/movies/review-the-glass-castle.html" "PG-13" 0
"422" "The Good Catholic" "2017-09-08" "2017-09-07" "http://www.nytimes.com/2017/09/07/movies/the-good-catholic-review.html" "PG-13" 0
"423" "The Great Wall" "2017-02-17" "2017-02-16" "http://www.nytimes.com/2017/02/16/movies/the-great-wall-review-matt-damon.html" "PG-13" 0
"424" "The Greatest Showman" "2017-12-20" "2017-12-20" "http://www.nytimes.com/2017/12/20/movies/the-greatest-showman-review-hugh-jackman.html" "PG" 0
"425" "The Hero" "2017-06-09" "2017-06-08" "http://www.nytimes.com/2017/06/08/movies/the-hero-review-sam-elliott.html" "R" 1
"426" "The Hitman's Bodyguard" "2017-08-18" "2017-08-16" "http://www.nytimes.com/2017/08/16/movies/the-hitmans-bodyguard-review.html" "R" 0
"427" "The House" "2017-06-30" "2017-06-30" "http://www.nytimes.com/2017/06/30/movies/the-house-review-will-ferrell.html" "R" 0
"428" "The Incomparable Rose Hartman" "2017-06-02" "2017-05-31" "http://www.nytimes.com/2017/05/31/movies/the-incomparable-rose-hartman-review.html" "" 0
"429" "The Incredible Jessica James" "2017-07-28" "2017-07-28" "http://www.nytimes.com/2017/07/28/movies/the-incredible-jessica-james-review-netflix.html" "" 1
"430" "The Island Funeral" "2017-02-09" "2017-02-09" "http://www.nytimes.com/2017/02/09/movies/the-island-funeral-review.html" "" 0
"431" "The Journey" "2017-06-16" "2017-06-15" "http://www.nytimes.com/2017/06/15/movies/the-journey-review.html" "PG-13" 0
"432" "The King's Choice" "2017-08-22" "2017-09-21" "http://www.nytimes.com/2017/09/21/movies/the-kings-choice-review.html" "" 0
"433" "The Last Dalai Lama?" "2017-07-28" "2017-07-27" "http://www.nytimes.com/2017/07/27/movies/the-last-dalai-lama-review.html" "" 0
"434" "The Last Face" "2017-07-28" "2017-07-27" "http://www.nytimes.com/2017/07/27/movies/the-last-face-review-charlize-theron-sean-penn.html" "R" 0
"435" "The Last Family" "2017-01-26" "2018-01-25" "http://www.nytimes.com/2018/01/25/movies/the-last-family-review.html" "" 1
"436" "The Last Word" "2017-03-03" "2017-03-02" "http://www.nytimes.com/2017/03/02/movies/the-last-word-review-shirley-maclaine.html" "R" 0
"437" "The Layover" "2017-08-03" "2017-08-31" "http://www.nytimes.com/2017/08/31/movies/the-layover-review.html" "R" 0
"438" "The Lego Batman Movie" "2017-02-10" "2017-02-08" "http://www.nytimes.com/2017/02/08/movies/the-lego-batman-movie-review.html" "PG" 0
"439" "The LEGO Ninjago Movie" "2017-09-22" "2017-09-20" "http://www.nytimes.com/2017/09/20/movies/the-lego-ninjago-movie-review.html" "PG" 0
"440" "The Light of the Moon" "2017-11-01" "2017-10-31" "http://www.nytimes.com/2017/10/31/movies/review-the-light-of-the-moon-and-the-trauma-of-rape.html" "" 0
"441" "The Limehouse Golem" "2017-09-08" "2017-09-07" "http://www.nytimes.com/2017/09/07/movies/the-limehouse-golem-review.html" "" 0
"442" "The Little Hours" "2017-06-30" "2017-06-29" "http://www.nytimes.com/2017/06/29/movies/the-little-hours-review.html" "R" 0
"443" "The Lost City of Z" "2017-04-14" "2017-04-13" "http://www.nytimes.com/2017/04/13/movies/the-lost-city-of-z-review-charlie-hunnam.html" "PG-13" 1
"444" "The Lovers" "2017-05-05" "2017-05-04" "http://www.nytimes.com/2017/05/04/movies/the-lovers-review.html" "R" 0
"445" "The Man Who Invented Christmas" "2017-11-22" "2017-11-21" "http://www.nytimes.com/2017/11/21/movies/review-in-the-man-who-invented-christmas-review-charles-dickens-dan-stevens.html" "PG" 0
"446" "The Meyerowitz Stories (New and Selected)" "2017-10-13" "2017-10-11" "http://www.nytimes.com/2017/10/11/movies/the-meyerowitz-stories-review-noah-baumbach.html" "" 1
"447" "The Midwife" "2017-07-21" "2017-07-20" "http://www.nytimes.com/2017/07/20/movies/the-midwife-review-catherine-deneuve.html" "Not Rated" 0
"448" "The Mountain Between Us" "2017-10-06" "2017-10-05" "http://www.nytimes.com/2017/10/05/movies/the-mountain-between-us-review-kate-winslet-idris-elba.html" "PG-13" 0
"449" "The Mummy" "2017-06-09" "2017-06-07" "http://www.nytimes.com/2017/06/07/movies/the-mummy-review-tom-cruise.html" "PG-13" 0
"450" "The New Radical" "2017-12-01" "2017-11-30" "http://www.nytimes.com/2017/11/30/movies/the-new-radical-review.html" "" 0
"451" "The Nut Job 2" "2017-08-11" "2017-08-11" "http://www.nytimes.com/2017/08/11/movies/the-nut-job-2-nutty-by-nature-review.html" "PG" 0
"452" "The Only Living Boy in New York" "2017-08-11" "2017-08-10" "http://www.nytimes.com/2017/08/10/movies/review-the-only-living-boy-in-new-york-jeff-bridges.html" "R" 0
"453" "The Ottoman Lieutenant" "2017-03-10" "2017-03-09" "http://www.nytimes.com/2017/03/09/movies/review-the-ottoman-lieutenant.html" "R" 0
"454" "The Penguin Counters" "2017-04-21" "2017-04-20" "http://www.nytimes.com/2017/04/20/movies/the-penguin-counters-review.html" "" 0
"455" "The Promise" "2017-04-21" "2017-04-20" "http://www.nytimes.com/2017/04/20/movies/the-promise-review-oscar-isaac.html" "PG-13" 0
"456" "The Pulitzer at 100" "2017-07-21" "2017-07-20" "http://www.nytimes.com/2017/07/20/movies/the-pulitzer-at-100-review.html" "" 0
"457" "The Queen of Spain" "2017-08-18" "2017-08-16" "http://www.nytimes.com/2017/08/16/movies/the-queen-of-spain-review.html" "" 0
"458" "The Rape of Recy Taylor" "2017-12-15" "2017-12-14" "http://www.nytimes.com/2017/12/14/movies/the-rape-of-recy-taylor-review.html" "" 1
"459" "The Reagan Show" "2017-06-30" "2017-06-29" "http://www.nytimes.com/2017/06/29/movies/the-reagan-show-review-ronald-reagan.html" "" 0
"460" "The Red Turtle" "2017-01-20" "2017-01-19" "http://www.nytimes.com/2017/01/19/movies/the-red-turtle-review.html" "PG" 0
"461" "The Salesman" "2017-01-27" "2017-01-26" "http://www.nytimes.com/2017/01/26/movies/the-salesman-review-asghar-farhadi.html" "PG-13" 1
"462" "The Sense of an Ending" "2017-03-10" "2017-03-09" "http://www.nytimes.com/2017/03/09/movies/the-sense-of-an-ending-review.html" "PG-13" 0
"463" "The Shack" "2017-03-03" "2017-03-02" "http://www.nytimes.com/2017/03/02/movies/the-shack-review-sam-worthington-octavia-spencer.html" "PG-13" 0
"464" "The Show About the Show" "2017-03-10" "2017-03-16" "http://www.nytimes.com/2017/03/16/movies/the-show-about-the-show-review.html" "" 0
"465" "The Skyjacker's Tale" "2017-06-30" "2017-06-29" "http://www.nytimes.com/2017/06/29/movies/the-skyjackers-tale-review.html" "" 0
"466" "The Snowman" "2017-10-20" "2017-10-19" "http://www.nytimes.com/2017/10/19/movies/the-snowman-review-michael-fassbender-jo-nesbo.html" "R" 0
"467" "The Space Between Us" "2017-02-03" "2017-02-02" "http://www.nytimes.com/2017/02/02/movies/review-the-space-between-us-the-story-of-a-boy-who-fell-to-earth.html" "PG-13" 0
"468" "The Sunshine Makers" "2017-01-13" "2017-01-19" "http://www.nytimes.com/2017/01/19/movies/the-sunshine-makers-review.html" "" 0
"469" "The Teacher" "2017-08-30" "2017-08-29" "http://www.nytimes.com/2017/08/29/movies/the-teacher-review-jan-hrebejk.html" "Not Rated" 0
"470" "The Ticket" "2017-04-07" "2017-04-06" "http://www.nytimes.com/2017/04/06/movies/the-ticket-review.html" "Not Rated" 0
"471" "The Tiger Hunter" "2017-09-22" "2017-09-21" "http://www.nytimes.com/2017/09/21/movies/the-tiger-hunter-review.html" "" 0
"472" "The Tribes of Palos Verdes" "2017-12-01" "2017-11-30" "http://www.nytimes.com/2017/11/30/movies/the-tribes-of-palos-verdes-review-jennifer-garner.html" "R" 0
"473" "The Trip to Spain" "2017-08-11" "2017-08-10" "http://www.nytimes.com/2017/08/10/movies/trip-to-spain-review.html" "" 0
"474" "The Unknown Girl" "2017-08-25" "2017-09-07" "http://www.nytimes.com/2017/09/07/movies/the-unknown-girl-review-dardenne-brothers.html" "" 1
"475" "The Untamed" "2017-07-21" "2017-07-20" "http://www.nytimes.com/2017/07/20/movies/the-untamed-review.html" "" 0
"476" "The Villainess" "2017-08-25" "2017-08-24" "http://www.nytimes.com/2017/08/24/movies/the-villainess-review.html" "" 0
"477" "The Wall" "2017-05-12" "2017-05-11" "http://www.nytimes.com/2017/05/11/movies/the-wall-review-john-cena-aaron-taylor-johnson.html" "R" 0
"478" "The Wedding Plan" "2017-05-12" "2017-05-11" "http://www.nytimes.com/2017/05/11/movies/the-wedding-plan-review.html" "PG" 1
"479" "The Woman Who Left" "2017-05-19" "2017-05-18" "http://www.nytimes.com/2017/05/18/movies/the-woman-who-left-review-lav-diaz.html" "" 1
"480" "The Women's Balcony" "2017-05-26" "2017-05-25" "http://www.nytimes.com/2017/05/25/movies/the-womens-balcony-review.html" "" 1
"481" "The Wrong Light" "2017-07-14" "2017-07-13" "http://www.nytimes.com/2017/07/13/movies/the-wrong-light-review.html" "" 0
"482" "The Zookeeper's Wife" "2017-03-31" "2017-03-29" "http://www.nytimes.com/2017/03/29/movies/the-zookeepers-wife-review-jessica-chastain.html" "PG-13" 0
"483" "Their Finest" "2017-04-07" "2017-04-06" "http://www.nytimes.com/2017/04/06/movies/their-finest-review.html" "R" 0
"484" "This Is Everything: Gigi Gorgeous" "2017-02-03" "2017-02-02" "http://www.nytimes.com/2017/02/02/movies/this-is-everything-gigi-gorgeous-review.html" "" 0
"485" "This Time Tomorrow" "2017-08-04" "2017-08-03" "http://www.nytimes.com/2017/08/03/movies/this-time-tomorrow-review.html" "" 0
"486" "Thor: Ragnarok" "2017-11-03" "2017-11-01" "http://www.nytimes.com/2017/11/01/movies/thor-ragnarok-review-chris-hemsworth.html" "PG-13" 0
"487" "Three Billboards Outside Ebbing, Missouri" "2017-11-10" "2017-11-08" "http://www.nytimes.com/2017/11/08/movies/review-three-billboards-outside-ebbing-missouri-martin-mcdonagh.html" "R" 0
"488" "Thy Father's Chair" "2017-10-13" "2017-10-12" "http://www.nytimes.com/2017/10/12/movies/thy-fathers-chair-review.html" "" 1
"489" "Tommy's Honour" "2017-04-14" "2017-04-13" "http://www.nytimes.com/2017/04/13/movies/tommys-honour-review.html" "PG" 0
"490" "Tomorrow" "2017-04-14" "2017-04-19" "http://www.nytimes.com/2017/04/19/movies/tomorrow-review.html" "" 1
"491" "Tracktown" "2017-05-12" "2017-05-11" "http://www.nytimes.com/2017/05/11/movies/tracktown-review.html" "" 0
"492" "Tragedy Girls" "2017-10-20" "2017-10-19" "http://www.nytimes.com/2017/10/19/movies/tragedy-girls-review.html" "R" 0
"493" "Transformers: The Last Knight" "2017-06-21" "2017-06-20" "http://www.nytimes.com/2017/06/20/movies/transformers-the-last-knight-review.html" "PG-13" 0
"494" "Trophy" "2017-09-08" "2017-09-07" "http://www.nytimes.com/2017/09/07/movies/trophy-review.html" "" 1
"495" "Tulip Fever" "2017-09-01" "2017-09-01" "http://www.nytimes.com/2017/09/01/movies/tulip-fever-review-alicia-vikander.html" "R" 0
"496" "Turn It Around: The Story of East Bay Punk" "2017-05-31" "2017-07-27" "http://www.nytimes.com/2017/07/27/movies/turn-it-around-the-story-of-east-bay-punk-review.html" "" 0
"497" "Tyler Perry's Boo 2! A Madea Halloween" "2017-10-20" "2017-10-20" "http://www.nytimes.com/2017/10/20/movies/tyler-perrys-boo-2-a-madea-halloween-review.html" "PG-13" 0
"498" "Underworld: Blood Wars" "2017-01-06" "2017-01-06" "http://www.nytimes.com/2017/01/06/movies/underworld-blood-wars-review.html" "R" 0
"499" "Unforgettable" "2017-04-21" "2017-04-20" "http://www.nytimes.com/2017/04/20/movies/unforgettable-review-katherine-heigl-rosario-dawson.html" "R" 0
"500" "Unlocked" "2017-09-01" "2017-08-31" "http://www.nytimes.com/2017/08/31/movies/unlocked-review-noomi-rapace.html" "R" 0
"501" "Unrest" "2017-09-22" "2017-09-21" "http://www.nytimes.com/2017/09/21/movies/unrest-review.html" "" 0
"502" "Urban Hymn" "2017-05-12" "2017-05-10" "http://www.nytimes.com/2017/05/10/movies/urban-hymn-review.html" "" 1
"503" "Valerian" "2017-07-21" "2017-07-20" "http://www.nytimes.com/2017/07/20/movies/valerian-and-the-city-of-a-thousand-planets-review.html" "PG-13" 0
"504" "Viceroy's House" "2017-09-01" "2017-08-31" "http://www.nytimes.com/2017/08/31/movies/viceroys-house-review.html" "" 0
"505" "Victoria and Abdul" "2017-09-22" "2017-09-21" "http://www.nytimes.com/2017/09/21/movies/victoria-and-abdul-review-judi-dench.html" "PG-13" 0
"506" "Vincent N Roxxy" "2017-06-02" "2017-06-01" "http://www.nytimes.com/2017/06/01/movies/vincent-n-roxxy-review.html" "R" 0
"507" "Voyeur" "2017-12-01" "2017-11-30" "http://www.nytimes.com/2017/11/30/movies/voyeur-review-gay-talese.html" "" 0
"508" "Wait for Your Laugh" "2017-11-01" "2017-11-02" "http://www.nytimes.com/2017/11/02/movies/wait-for-your-laugh-review-gilbert-gottfried-rose-marie.html" "" 0
"509" "Wakefield" "2017-05-19" "2017-05-17" "http://www.nytimes.com/2017/05/17/movies/wakefield-review-bryan-cranston.html" "R" 0
"510" "Walking Out" "2017-10-06" "2017-10-05" "http://www.nytimes.com/2017/10/05/movies/walking-out-review-matt-bomer.html" "PG-13" 0
"511" "War for the Planet of the Apes" "2017-07-14" "2017-07-12" "http://www.nytimes.com/2017/07/12/movies/war-for-the-planet-of-the-apes-review.html" "PG-13" 1
"512" "War Machine" "2017-05-26" "2017-05-25" "http://www.nytimes.com/2017/05/25/movies/war-machine-review-brad-pitt.html" "" 0
"513" "Water and Sugar: Carlo Di Palma, the Colours of Life" "2017-07-28" "2017-07-27" "http://www.nytimes.com/2017/07/27/movies/water-and-sugar-review-carlo-di-palma.html" "" 0
"514" "We Are the Flesh" "2017-01-20" "2017-01-19" "http://www.nytimes.com/2017/01/19/movies/we-are-the-flesh-review.html" "Not Rated" 0
"515" "Wet Woman in the Wind" "2017-11-17" "2017-11-16" "http://www.nytimes.com/2017/11/16/movies/wet-woman-in-the-wind-review.html" "" 0
"516" "Whisky Galore" "2017-05-12" "2017-05-11" "http://www.nytimes.com/2017/05/11/movies/whisky-galore-review-eddie-izzard.html" "" 0
"517" "Who's Crazy?" "2017-03-10" "2017-03-09" "http://www.nytimes.com/2017/03/09/movies/whos-crazy-review.html" "" 0
"518" "Whose Streets?" "2017-08-11" "2017-08-10" "http://www.nytimes.com/2017/08/10/movies/whose-streets-review.html" "R" 0
"519" "Wilson" "2017-03-24" "2017-03-22" "http://www.nytimes.com/2017/03/22/movies/wilson-review-with-woody-harrelson.html" "R" 0
"520" "Wind River" "2017-08-04" "2017-08-03" "http://www.nytimes.com/2017/08/03/movies/wind-river-review-jeremy-renner-elizabeth-olsen.html" "R" 1
"521" "Window Horses: The Poetic Persian Epiphany of Rosie Ming" "2017-11-10" "2017-11-09" "http://www.nytimes.com/2017/11/09/movies/window-horses-review.html" "" 1
"522" "Wish Upon" "2017-07-14" "2017-07-13" "http://www.nytimes.com/2017/07/13/movies/wish-upon-review.html" "PG-13" 0
"523" "Wolves" "2017-03-03" "2017-03-01" "http://www.nytimes.com/2017/03/01/movies/wolves-review.html" "" 0
"524" "Women Who Kill" "2017-07-26" "2017-07-25" "http://www.nytimes.com/2017/07/25/movies/women-who-kill-review.html" "" 0
"525" "Wonder" "2017-11-17" "2017-11-16" "http://www.nytimes.com/2017/11/16/movies/wonder-review-jacob-tremblay-julia-roberts-owen-wilson.html" "PG" 1
"526" "Wonder Wheel" "2017-12-01" "2017-11-30" "http://www.nytimes.com/2017/11/30/movies/woody-allen-wonder-wheel-kate-winslet-review.html" "PG-13" 0
"527" "Wonder Woman" "2017-06-02" "2017-05-31" "http://www.nytimes.com/2017/05/31/movies/wonder-woman-review-gal-gadot.html" "PG-13" 1
"528" "Wonderstruck" "2017-10-20" "2017-10-19" "http://www.nytimes.com/2017/10/19/movies/wonderstruck-review-todd-haynes.html" "PG" 1
"529" "Woodshock" "2017-09-22" "2017-09-19" "http://www.nytimes.com/2017/09/19/movies/review-woodshock-grieving-among-the-redwoods.html" "R" 0
"530" "XXX: Return of Xander Cage" "2017-01-20" "2017-01-19" "http://www.nytimes.com/2017/01/19/movies/xxx-return-of-xander-cage-review.html" "PG-13" 0
"531" "Year by the Sea" "2017-09-08" "2017-09-07" "http://www.nytimes.com/2017/09/07/movies/year-by-the-sea-review.html" "Not Rated" 0
"532" "Your Name" "2017-04-07" "2017-04-06" "http://www.nytimes.com/2017/04/06/movies/your-name-review.html" "PG" 1
